Wort,Count,Lemma,Pos,Number,Case,Gender,VerbForm,Person,Mood,Tense,Degree,PronType,Foreign,Poss,Definite,Reflex
atme,3,Atme,PROPN,Sing,Nom,,,,,,,,,,,
eindringling,3,Eindringling,NOUN,Sing,Nom,Masc,,,,,,,,,,
zenturio,3,Zenturio,PROPN,Sing,Nom,Masc,,,,,,,,,,
forests,3,forests,X,,,,,,,,,,Yes,,,
strax,3,Strax,PROPN,Sing,Nom,Fem,,,,,,,,,,
dorium,3,Dorium,PROPN,Sing,Nom,Neut,,,,,,,,,,
danny,3,Danny,PROPN,Sing,Nom,Fem,,,,,,,,,,
away,3,Away,X,,,,,,,,,,,,,
maldovar,3,maldovar,PROPN,Sing,Nom,Masc,,,,,,,,,,
tower,2,tow,ADV,,,,,,,,Cmp,,,,,
london,2,London,PROPN,Sing,Nom,Neut,,,,,,,,,,
trieb,2,treiben,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
fahne,2,Fahne,NOUN,Sing,Nom,Fem,,,,,,,,,,
aufmerksamkeit,2,Aufmerksamkeit,NOUN,Sing,Nom,Fem,,,,,,,,,,
datum,2,datum,NOUN,Sing,Nom,Neut,,,,,,,,,,
landkarte,2,landkaren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
gern,2,gern,ADV,,,,,,,,,,,,,
richtige,2,richtig,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
ponds,2,Ponds,PROPN,Sing,Nom,,,,,,,,,,,
trage,2,tragen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
osterinseln,2,osterinseln,NOUN,Sing,Nom,Neut,,,,,,,,,,
schneller,2,schnell,ADV,,,,,,,,Cmp,,,,,
reise,2,Reise,NOUN,Sing,Nom,Fem,,,,,,,,,,
salut,2,Salut,NOUN,Sing,Nom,Fem,,,,,,,,,,
begeben,2,begeben,VERB,,,,Inf,,,,,,,,,
wein,2,Wein,NOUN,Sing,Nom,Masc,,,,,,,,,,
getrunken,2,trinken,VERB,,,,Part,,,,,,,,,
himmel,2,Himmel,NOUN,Sing,Nom,Masc,,,,,,,,,,
mondlandung,2,Mondlandung,NOUN,Sing,Nom,Fem,,,,,,,,,,
eingreifen,2,eingreifen,VERB,,,,Inf,,,,,,,,,
klon,2,Klon,PROPN,Sing,Nom,,,,,,,,,,,
wunder,2,wunder,NOUN,Sing,Nom,Neut,,,,,,,,,,
idiot,2,idiot,PROPN,Sing,Nom,Masc,,,,,,,,,,
detail,2,Detail,NOUN,Sing,Nom,Neut,,,,,,,,,,
weiterhin,2,weiterhin,ADV,,,,,,,,,,,,,
konzentrieren,2,konzentrieren,VERB,,,,Inf,,,,,,,,,
botschaften,2,Botschaft,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
kaltherzig,2,kaltherzig,ADV,,,,,,,,Pos,,,,,
manche,2,mancher,PRON,Plur,Nom,,,,,,,Ind,,,,
freue,2,Freu,NOUN,Sing,Nom,Fem,,,,,,,,,,
frag,2,Frag,NOUN,Sing,Nom,Masc,,,,,,,,,,
angeheuert,2,anheuern,VERB,,,,Part,,,,,,,,,
spoiler,2,Spoiler,PROPN,Sing,Nom,,,,,,,,,,,
herausfinden,2,herausfinden,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
strand,2,Strand,NOUN,Sing,Nom,Masc,,,,,,,,,,
mm,2,mm,NOUN,Sing,Nom,Masc,,,,,,,,,,
eigenen,2,eigen,ADJ,Plur,Nom,,,,,,Pos,,,,,
clevere,2,cleveren,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
zuzusehen,2,zusehen,VERB,,,,Inf,,,,,,,,,
schlagen,2,schlagen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
ebenso,2,ebenso,ADV,,,,,,,,,,,,,
doppeldecker,2,Doppeldecker,PROPN,Sing,Nom,Masc,,,,,,,,,,
jahr,2,Jahr,NOUN,Sing,Nom,Neut,,,,,,,,,,
stricken,2,stricken,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
spielchen,2,spielchen,VERB,,,,Inf,,,,,,,,,
bedroht,2,bedrohen,VERB,,,,Part,,,,,,,,,
bat,2,bitten,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
erfahrung,2,Erfahrung,NOUN,Sing,Nom,Fem,,,,,,,,,,
kontakt,2,Kontakt,NOUN,Sing,Nom,Masc,,,,,,,,,,
leise,2,leise,ADV,,,,,,,,Pos,,,,,
unsichtbar,2,unsichtbar,ADV,,,,,,,,Pos,,,,,
getarnt,2,tarnen,VERB,,,,Part,,,,,,,,,
langsam,2,langsam,ADV,,,,,,,,Pos,,,,,
hamilton,2,Hamilton,PROPN,Sing,Nom,,,,,,,,,,,
office,2,office,PROPN,Sing,Nom,,,,,,,,,,,
suchte,2,suchen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
absichern,2,absichern,VERB,,,,Inf,,,,,,,,,
schafft,2,schaffen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
teppich,2,teppich,ADV,,,,,,,,Pos,,,,,
erschossen,2,erschießen,VERB,,,,Part,,,,,,,,,
erhoben,2,erheben,VERB,,,,Part,,,,,,,,,
neuer,2,neu,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
scotland,2,Scotland,PROPN,Sing,Nom,,,,,,,,,,,
codename,2,Codename,NOUN,Plur,Nom,Neut,,,,,,,,,,
beine,2,Bein,NOUN,Plur,Nom,Neut,,,,,,,,,,
mrs,2,mrs,AUX,Sing,,,Fin,3,Sub,Pres,,,,,,
andererseits,2,andererseits,ADV,,,,,,,,,,,,,
swat,2,swat,ADV,,,,,,,,Pos,,,,,
fes,2,fes,PROPN,Sing,Nom,,,,,,,,,,,
besorgen,2,besorgen,VERB,,,,Inf,,,,,,,,,
karten,2,kart,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
maske,2,masken,NOUN,Sing,Nom,Fem,,,,,,,,,,
star,2,Star,PROPN,,,,,,,,,,,,,
trek,2,Trek,PROPN,Sing,Nom,Masc,,,,,,,,,,
ben,2,ben,X,,,,,,,,,,,,,
weggehen,2,weggehen,VERB,,,,Inf,,,,,,,,,
joy,2,Joy,PROPN,Sing,Nom,Masc,,,,,,,,,,
offensichtlich,2,offensichtlich,ADV,,,,,,,,Pos,,,,,
hobby,2,hobby,VERB,,,,Part,,,,,,,,,
fressen,2,fressen,VERB,,,,Inf,,,,,,,,,
schicke,2,Schicke,NOUN,Sing,Nom,Fem,,,,,,,,,,
verarbeiten,2,verarbeiten,VERB,,,,Inf,,,,,,,,,
stellte,2,stellen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
space,2,Space,PROPN,Sing,Nom,,,,,,,,,,,
welche,2,welcher,PRON,Sing,Nom,Fem,,,,,,Dem,,,,
zeitreisen,2,zeitreisen,VERB,,,,Part,,,,,,,,,
stillgelegt,2,stilllegen,VERB,,,,Part,,,,,,,,,
bemerkt,2,bemerken,VERB,,,,Part,,,,,,,,,
aliens,2,aliens,ADV,,,,,,,,,,,,,
stehlen,2,stehlen,VERB,,,,Inf,,,,,,,,,
bezeichnen,2,bezeichnen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
ausschalten,2,ausschalten,VERB,,,,Inf,,,,,,,,,
schreien,2,schreien,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
umsehen,2,umsehen,VERB,,,,Inf,,,,,,,,,
dumm,2,dumm,ADV,,,,,,,,Pos,,,,,
dagegen,2,dagegen,ADV,,,,,,,,,,,,,
schlechtes,2,schlecht,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
stell,2,stell,ADV,,,,,,,,Pos,,,,,
junges,2,jung,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
verkehrt,2,verkehren,ADV,,,,,,,,Pos,,,,,
richtungen,2,richtungen,VERB,,,,Inf,,,,,,,,,
kennt,2,kennen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
weniger,2,weniger,PRON,,,,,,,,,Ind,,,,
lebe,2,leben,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
mannes,2,mann,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
alarm,2,Alarm,ADV,,,,,,,,Pos,,,,,
verlaufen,2,verlaufen,VERB,,,,Part,,,,,,,,,
gesamten,2,gesamt,VERB,,,,Part,,,,,,,,,
eingestuft,2,einstufen,VERB,,,,Part,,,,,,,,,
augenwinkel,2,Augenwinkel,NOUN,Sing,Nom,Masc,,,,,,,,,,
zehn,2,zehn,NUM,,,,,,,,,,,,,
version,2,Version,NOUN,Sing,Nom,Fem,,,,,,,,,,
dritte,2,dritter,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
drehen,2,drehen,VERB,,,,Inf,,,,,,,,,
besucher,2,Besucher,NOUN,Plur,Nom,Masc,,,,,,,,,,
gelben,2,gelben,VERB,,,,Part,,,,,,,,,
markierungen,2,markierungen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
bewegung,2,Bewegung,NOUN,Sing,Nom,Fem,,,,,,,,,,
ausweg,2,Ausweg,NOUN,Sing,Nom,Masc,,,,,,,,,,
weglaufen,2,weglaufen,VERB,,,,Inf,,,,,,,,,
platz,2,Platz,NOUN,Sing,Nom,Masc,,,,,,,,,,
ton,2,ton,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
wetten,2,wetten,VERB,,,,Inf,,,,,,,,,
endlich,2,endlich,ADV,,,,,,,,,,,,,
seltsam,2,seltsam,ADV,,,,,,,,Pos,,,,,
dach,2,Dach,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
typisch,2,typisch,ADV,,,,,,,,Pos,,,,,
swimmingpool,2,Swimmingpool,NOUN,Sing,Nom,Neut,,,,,,,,,,
geheimwaffe,2,geheimwaffen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
dreumex,2,dreumex,DET,Sing,Nom,Neut,,,,,,Ind,,,,
dennoch,2,dennoch,ADV,,,,,,,,,,,,,
ansieht,2,ansehen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
behaltet,2,behalten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gehirn,2,Gehirn,NOUN,Sing,Nom,Neut,,,,,,,,,,
beschreibt,2,beschreiben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
hinterlassen,2,hinterlassen,VERB,,,,Inf,,,,,,,,,
erstes,2,erster,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
vorher,2,vorher,ADV,,,,,,,,,,,,,
starren,2,starr,NOUN,Plur,Nom,Masc,,,,,,,,,,
richten,2,richten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
gedanken,2,Gedanke,NOUN,Plur,Nom,Masc,,,,,,,,,,
posthypnotische,2,posthypnotisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
suggestion,2,Suggestion,NOUN,Sing,Nom,Fem,,,,,,,,,,
verursacht,2,verursachen,VERB,,,,Part,,,,,,,,,
nachsehen,2,nachsehen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
renfrew,2,renfrew,PROPN,Sing,Nom,,,,,,,,,,,
reinigen,2,reinigen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
jedenfalls,2,jedenfalls,ADV,,,,,,,,,,,,,
dauert,2,dauern,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
wiederholte,2,wiederholen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
letztlich,2,letztlich,ADV,,,,,,,,,,,,,
hirn,2,Hirn,PROPN,Sing,Nom,Masc,,,,,,,,,,
heraus,2,heraus,ADV,,,,,,,,,,,,,
gesellschaft,2,Gesellschaft,NOUN,Sing,Nom,Fem,,,,,,,,,,
irgendwas,2,irgendwas,PRON,,,Neut,,,,,,Ind,,,,
verschwinde,2,verschwinde,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
bitten,2,bitten,VERB,,,,Inf,,,,,,,,,
prima,2,prima,ADV,,,,,,,,Pos,,,,,
leiter,2,Leiter,NOUN,Sing,Nom,Masc,,,,,,,,,,
grant,2,grant,ADV,,,,,,,,Pos,,,,,
hoffnungen,2,hoffnungen,NOUN,Plur,Nom,Fem,,,,,,,,,,
amerikanischen,2,amerikanisch,VERB,,,,Inf,,,,,,,,,
volkes,2,Volk,NOUN,Sing,Nom,Neut,,,,,,,,,,
reicht,2,reichen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
arbeitet,2,arbeiten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
nachsicht,2,nachsichen,VERB,,,,Part,,,,,,,,,
weitermachen,2,weitermachen,VERB,,,,Inf,,,,,,,,,
luke,2,Luke,PROPN,Sing,Nom,,,,,,,,,,,
gucken,2,gucken,VERB,,,,Inf,,,,,,,,,
bewaffnet,2,bewaffnet,ADV,,,,,,,,Pos,,,,,
rad,2,rad,X,,,,,,,,,,Yes,,,
aufnehmen,2,aufnehmen,VERB,,,,Inf,,,,,,,,,
kleinigkeit,2,Kleinigkeit,NOUN,Sing,Nom,Fem,,,,,,,,,,
keinem,2,keiner,PRON,Sing,Dat,,,,,,,Ind,,,,
schloss,2,Schloss,PROPN,Sing,Nom,Masc,,,,,,,,,,
erledige,2,erledig,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
hol,2,hol,NOUN,Sing,Nom,Masc,,,,,,,,,,
geschossen,2,schießen,VERB,,,,Part,,,,,,,,,
stille,2,stillen,NOUN,Sing,Nom,Fem,,,,,,,,,,
abermals,2,abermals,ADV,,,,,,,,,,,,,
rolle,2,Rolle,NOUN,Sing,Acc,Fem,,,,,,,,,,
shepherd,2,Shepherd,PROPN,Sing,Nom,Masc,,,,,,,,,,
ziel,2,Ziel,NOUN,Sing,Nom,Neut,,,,,,,,,,
start,2,Start,NOUN,Sing,Nom,Masc,,,,,,,,,,
grunde,2,grunde,NOUN,Plur,Nom,Masc,,,,,,,,,,
mindestens,2,mindestens,ADV,,,,,,,,,,,,,
steckte,2,stecken,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
sucht,2,suchen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
normales,2,normal,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
kapiere,2,kapieren,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
anhand,2,anhand,ADP,,,,,,,,,,,,,
lebenserhaltungs,2,lebenserhaltungs,ADV,,,,,,,,,,,,,
mensch,2,Mensch,NOUN,Sing,Nom,Masc,,,,,,,,,,
gewalt,2,Gewalt,NOUN,Sing,Nom,Fem,,,,,,,,,,
befreit,2,befreien,VERB,,,,Part,,,,,,,,,
sowas,2,sowas,PRON,,,Neut,,,,,,Ind,,,,
beeinflussen,2,beeinflussen,VERB,,,,Inf,,,,,,,,,
jahrtausenden,2,jahrtausender,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
brauchten,2,brauchen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
behandelt,2,behandeln,VERB,,,,Part,,,,,,,,,
lieben,2,lieben,VERB,,,,Inf,,,,,,,,,
schwing,2,Schwing,X,,,,,,,,,,Yes,,,
rom,2,Rom,PROPN,Sing,Nom,Neut,,,,,,,,,,
gestartet,2,starten,VERB,,,,Part,,,,,,,,,
schwach,2,schwach,ADV,,,,,,,,Pos,,,,,
fernsehen,2,fernsehen,NOUN,Sing,Nom,Neut,,,,,,,,,,
siegessicher,2,Siegessicher,NOUN,Plur,Nom,Masc,,,,,,,,,,
sieben,2,sieben,NUM,,,,,,,,,,,,,
greift,2,greifen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
geschichte,2,Geschichte,NOUN,Sing,Nom,Fem,,,,,,,,,,
herzen,2,herzen,VERB,,,,Inf,,,,,,,,,
nehmt,2,nehmt,VERB,,,,Part,,,,,,,,,
lasse,2,lassen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
gedanke,2,Gedanke,NOUN,Plur,Nom,Masc,,,,,,,,,,
passt,2,Passt,PROPN,Sing,Nom,Neut,,,,,,,,,,
stolz,2,stolz,ADV,,,,,,,,Pos,,,,,
abermilliarden,2,abermilliarden,VERB,,,,Inf,,,,,,,,,
planet,2,planeen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
errichtet,2,errichten,VERB,,,,Part,,,,,,,,,
bewusst,2,Bewusst,VERB,,,,Inf,,,,,,,,,
ne,2,ne,PROPN,Sing,Nom,,,,,,,,,,,
milliarden,2,Milliarde,NOUN,Plur,Nom,Fem,,,,,,,,,,
dickie,2,Dickie,PROPN,Sing,Nom,,,,,,,,,,,
david,2,David,PROPN,Sing,Nom,Masc,,,,,,,,,,
frost,2,Frost,NOUN,Sing,Nom,Masc,,,,,,,,,,
breche,2,brechen,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
versprechen,2,versprechen,VERB,,,,Inf,,,,,,,,,
unerwartet,2,unerwartet,ADV,,,,,,,,Pos,,,,,
letztes,2,letzter,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
vieles,2,viele,PRON,Sing,Nom,Neut,,,,,,Ind,,,,
umher,2,umh,ADV,,,,,,,,,,,,,
schwangerschaft,2,schwangerschaft,NOUN,Sing,Nom,Fem,,,,,,,,,,
scheinbar,2,scheinbar,ADV,,,,,,,,Pos,,,,,
dreht,2,drehen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
lebt,2,leben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
sterbe,2,sterbe,NOUN,Plur,Nom,Neut,,,,,,,,,,
yo,2,yo,PROPN,Sing,Nom,,,,,,,,,,,
not,2,not,ADV,,,,,,,,Pos,,,,,
zeichen,2,Zeichen,NOUN,Sing,Nom,Neut,,,,,,,,,,
blinde,2,blind,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
passagiere,2,passagi,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
einverstanden,2,einverstanden,ADV,,,,,,,,Pos,,,,,
bilge,2,bilge,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
n,2,ne,X,,,,,,,,,,,,,
seelen,2,seelen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
knochen,2,knochen,VERB,,,,Inf,,,,,,,,,
einzelne,2,einzeln,ADJ,Plur,Nom,,,,,,Pos,,,,,
bemerkte,2,bemerken,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
kiste,2,ki,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
deck,2,Deck,NOUN,Sing,Nom,Masc,,,,,,,,,,
verdienen,2,verdienen,VERB,,,,Inf,,,,,,,,,
gebrauchen,2,gebrauchen,VERB,,,,Inf,,,,,,,,,
dirne,2,Dirn,NOUN,Plur,Nom,Neut,,,,,,,,,,
springen,2,springen,VERB,,,,Inf,,,,,,,,,
buh,2,buh,PROPN,Sing,Nom,,,,,,,,,,,
werfen,2,werfen,VERB,,,,Inf,,,,,,,,,
pistole,2,Pistole,PROPN,Sing,Nom,Fem,,,,,,,,,,
leg,2,leg,X,,,,,,,,,,,,,
ach,2,ach,ADP,,,,,,,,,,,,,
wittern,2,wittern,VERB,,,,Inf,,,,,,,,,
greifen,2,greifen,VERB,,,,Inf,,,,,,,,,
klang,2,klingen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
gesang,2,Gesang,NOUN,Sing,Nom,Masc,,,,,,,,,,
ohren,2,ohren,NOUN,Plur,Dat,Neut,,,,,,,,,,
bart,2,Bart,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
laderaum,2,Laderaum,NOUN,Sing,Dat,Masc,,,,,,,,,,
segeln,2,segeln,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
freud,2,Freud,PROPN,Sing,Nom,,,,,,,,,,,
verfluchten,2,verfluchn,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
schlechten,2,schlechen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
portal,2,Portal,ADV,,,,,,,,Pos,,,,,
meint,2,meinen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
waffenkammer,2,Waffenkammer,NOUN,Sing,Nom,Masc,,,,,,,,,,
gebe,2,geben,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
verbarrikadiert,2,verbarrikadieren,VERB,,,,Part,,,,,,,,,
geschlafen,2,schlafen,VERB,,,,Part,,,,,,,,,
wart,2,wart,VERB,Plur,,,Fin,2,Ind,Past,,,,,,
hundert,2,hundert,NUM,,,,,,,,,,,,,
ignoriert,2,ignorieren,VERB,,,,Part,,,,,,,,,
kranken,2,kranken,VERB,,,,Inf,,,,,,,,,
hilflos,2,hilflos,ADV,,,,,,,,Pos,,,,,
wegbringen,2,wegbringen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
leckt,2,lecken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
dunkelheit,2,Dunkelheit,ADV,,,,,,,,,,,,,
gelogen,2,gelog,VERB,,,,Inf,,,,,,,,,
ruder,2,Ruder,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
atom,2,Atom,X,,,,,,,,,,Yes,,,
beschleuniger,2,beschleunige,DET,Plur,Gen,Fem,,,,,,Ind,,,,
kompass,2,kompass,PROPN,Sing,Nom,Masc,,,,,,,,,,
hund,2,Hund,NOUN,Sing,Nom,Masc,,,,,,,,,,
gebietet,2,gebieten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
blick,2,Blick,NOUN,Sing,Nom,Masc,,,,,,,,,,
hole,2,Hole,NOUN,Plur,Nom,Neut,,,,,,,,,,
benutze,2,benutzen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
hochgehen,2,hochgehen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
dematerialisieren,2,dematerialisieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
verdammten,2,verdammten,VERB,,,,Inf,,,,,,,,,
bisherigen,2,Bisherig,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
theorien,2,Theorie,NOUN,Plur,Nom,Fem,,,,,,,,,,
durchs,2,durch,ADP,Sing,Acc,Neut,,,,,,,,,,
funken,2,funken,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
schiffe,2,schiffen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
spiegelung,2,Spiegelung,NOUN,Sing,Nom,Fem,,,,,,,,,,
gold,2,Gold,NOUN,Sing,Nom,Neut,,,,,,,,,,
zerbrechen,2,zerbrechen,VERB,,,,Inf,,,,,,,,,
angreifen,2,angreifen,VERB,,,,Inf,,,,,,,,,
ewig,2,ewig,ADV,,,,,,,,Pos,,,,,
starb,2,sterben,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
versuch,2,Versuch,NOUN,Sing,Nom,Masc,,,,,,,,,,
teilen,2,teilen,VERB,,,,Inf,,,,,,,,,
england,2,England,PROPN,Sing,Nom,Neut,,,,,,,,,,
durchstreifen,2,durchstreifen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
erwartet,2,erwarten,VERB,,,,Part,,,,,,,,,
anstarren,2,anstarren,VERB,,,,Inf,,,,,,,,,
mantel,2,Mantel,PROPN,Sing,Nom,,,,,,,,,,,
ratten,2,Ratte,NOUN,Plur,Nom,Fem,,,,,,,,,,
aufgeben,2,aufgeben,VERB,,,,Inf,,,,,,,,,
hinterher,2,hinterher,ADV,,,,,,,,,,,,,
stirbt,2,sterben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
intelligent,2,intelligent,ADV,,,,,,,,Pos,,,,,
selben,2,selben,VERB,,,,Inf,,,,,,,,,
ebenen,2,ebenen,VERB,,,,Inf,,,,,,,,,
welten,2,welten,VERB,,,,Inf,,,,,,,,,
autos,2,Auto,NOUN,Plur,Nom,Neut,,,,,,,,,,
unterschiedliche,2,unterschiedlich,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
existierte,2,existieren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
aktiv,2,aktiv,ADV,,,,,,,,Pos,,,,,
krankenstation,2,Krankenstation,NOUN,Sing,Nom,Fem,,,,,,,,,,
heilt,2,heilen,VERB,,,,Part,,,,,,,,,
volle,2,voll,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
aufpassen,2,aufpassen,VERB,,,,Inf,,,,,,,,,
behandeln,2,behandeln,VERB,,,,Inf,,,,,,,,,
bleibe,2,bleiben,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
klasse,2,Klasse,NOUN,Sing,Nom,Fem,,,,,,,,,,
meinetwegen,2,meinetwegen,ADV,,,,,,,,,,,,,
besorgt,2,besorgt,ADV,,,,,,,,Pos,,,,,
post,2,Post,NOUN,Sing,Nom,Fem,,,,,,,,,,
motorrad,2,Motorrad,PROPN,Sing,Nom,Neut,,,,,,,,,,
zusammenzusetzen,2,zusammenzusetzen,VERB,,,,Inf,,,,,,,,,
vorstellen,2,vorstellen,VERB,,,,Inf,,,,,,,,,
tief,2,tief,ADV,,,,,,,,Pos,,,,,
schlange,2,Schlange,NOUN,Sing,Nom,Fem,,,,,,,,,,
tattoo,2,tattoo,ADV,,,,,,,,Pos,,,,,
enormen,2,enormen,VERB,,,,Inf,,,,,,,,,
tschau,2,Tschau,NOUN,Sing,Nom,Fem,,,,,,,,,,
verschwunden,2,verschwinden,VERB,,,,Part,,,,,,,,,
universumsblase,2,universumsblase,NOUN,Sing,Nom,Fem,,,,,,,,,,
indem,2,indem,SCONJ,,,,,,,,,,,,,
riecht,2,riechen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
blase,2,Blase,NOUN,Sing,Nom,Fem,,,,,,,,,,
ausgezeichnet,2,auszeichnen,VERB,,,,Part,,,,,,,,,
plemplem,2,Plemplem,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
bedauerlich,2,bedauerlich,ADV,,,,,,,,Pos,,,,,
falschen,2,falsch,VERB,,,,Inf,,,,,,,,,
halb,2,halb,ADV,,,,,,,,Pos,,,,,
reparierte,2,reparieren,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
erhalten,2,erhalten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
zeigt,2,zeigen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
reisende,2,reisend,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
vergangenen,2,vergangen,ADJ,Plur,Nom,Neut,,,,,Pos,,,,,
freundlich,2,freundlich,ADV,,,,,,,,Pos,,,,,
netten,2,neten,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
fische,2,fisch,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
hergelockt,2,hergelocken,ADV,,,,,,,,Pos,,,,,
weise,2,Weise,NOUN,Sing,Nom,Fem,,,,,,,,,,
repariert,2,reparieren,VERB,,,,Part,,,,,,,,,
linke,2,linker,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
fort,2,fort,ADV,,,,,,,,,,,,,
scheinen,2,scheinen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
neuen,2,neu,ADJ,Sing,Acc,Masc,,,,,Pos,,,,,
dimension,2,Dimension,NOUN,Sing,Nom,Fem,,,,,,,,,,
jung,2,jung,ADV,,,,,,,,Pos,,,,,
leihen,2,leihen,VERB,,,,Inf,,,,,,,,,
absicht,2,Absicht,NOUN,Sing,Nom,Fem,,,,,,,,,,
menschlichen,2,menschlich,ADJ,Sing,Gen,Neut,,,,,Pos,,,,,
nu,2,nu,X,,,,,,,,,,Yes,,,
allein,2,allein,ADV,,,,,,,,,,,,,
leiden,2,leiden,VERB,,,,Inf,,,,,,,,,
schwestern,2,schwestern,VERB,,,,Inf,,,,,,,,,
verschiedenen,2,verschieden,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
bauen,2,bauen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
